tokens,upos,deprel,head_tags,deprel_tags,upos_tags
"['Suas', 'mãos', 'ágeis', 'não', 'se', 'limitavam', 'a', 'os', 'temperos', ',', 'elas', 'davam', 'show', 'também', 'em', 'meio', 'a', 'linhas', 'e', 'tecidos', '.']","['DET', 'NOUN', 'ADJ', 'ADV', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'NOUN', 'ADV', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']","['det', 'nsubj', 'amod', 'advmod', 'expl', 'root', 'case', 'det', 'obl', 'punct', 'nsubj', 'parataxis', 'obj', 'advmod', 'case', 'fixed', 'fixed', 'obl', 'cc', 'conj', 'punct']","[2, 6, 2, 6, 6, 0, 9, 9, 6, 12, 12, 6, 12, 12, 18, 15, 15, 12, 20, 18, 6]","[0, 1, 10, 14, 32, 2, 8, 0, 9, 5, 1, 22, 3, 14, 8, 26, 26, 9, 12, 11, 5]","[0, 1, 6, 8, 12, 2, 5, 0, 1, 3, 12, 2, 1, 8, 5, 1, 5, 1, 7, 1, 3]"
"['Também', 'de', 'a', 'HBO', ',', ""'"", 'GoT', ""'"", 'ficou', 'de', 'fora', 'de', 'a', 'premiação', 'em', 'este', 'ano', 'por', 'ter', 'estreado', 'após', 'a', 'data', 'limite', ',', '31', 'de', 'maio', '.']","['ADV', 'ADP', 'DET', 'PROPN', 'PUNCT', 'PUNCT', 'PROPN', 'PUNCT', 'VERB', 'ADP', 'ADV', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT', 'NUM', 'ADP', 'NOUN', 'PUNCT']","['advmod', 'case', 'det', 'nmod', 'punct', 'punct', 'nsubj', 'punct', 'root', 'case', 'advmod', 'case', 'det', 'obl', 'case', 'det', 'obl', 'mark', 'aux', 'advcl', 'case', 'det', 'obl', 'nmod', 'punct', 'appos', 'case', 'nmod', 'punct']","[4, 4, 4, 7, 7, 7, 9, 7, 0, 11, 9, 14, 14, 11, 17, 17, 9, 20, 20, 9, 23, 23, 20, 23, 26, 23, 28, 26, 9]","[14, 8, 0, 13, 5, 5, 1, 5, 2, 8, 14, 8, 0, 9, 8, 0, 9, 6, 28, 7, 8, 0, 9, 13, 5, 25, 8, 13, 5]","[8, 5, 0, 9, 3, 3, 9, 3, 2, 5, 8, 5, 0, 1, 5, 0, 1, 5, 10, 2, 5, 0, 1, 1, 3, 11, 5, 1, 3]"
"['Em', 'dois', 'documentos', 'enviados', 'em', 'a', 'noite', 'de', 'sexta-feira', '(', '6', ')', 'a', 'o', 'STF', '(', 'Supremo', 'Tribunal', 'Federal', ')', ',', 'Dodge', 'afirma', 'que', 'há', 'risco', 'de', 'que', 'eles', 'fujam', 'ou', 'atrapalhem', 'as', 'investigações', '.']","['ADP', 'NUM', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NUM', 'PUNCT', 'ADP', 'DET', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'PUNCT', 'PROPN', 'VERB', 'SCONJ', 'VERB', 'NOUN', 'ADP', 'SCONJ', 'PRON', 'VERB', 'CCONJ', 'VERB', 'DET', 'NOUN', 'PUNCT']","['case', 'nummod', 'obl', 'acl', 'case', 'det', 'obl', 'case', 'nmod', 'punct', 'appos', 'punct', 'case', 'det', 'obl', 'punct', 'appos', 'flat:name', 'flat:name', 'punct', 'punct', 'nsubj', 'root', 'mark', 'ccomp', 'obj', 'mark', 'fixed', 'nsubj', 'acl', 'cc', 'conj', 'det', 'obj', 'punct']","[3, 3, 23, 3, 7, 7, 4, 9, 7, 11, 9, 11, 15, 15, 4, 17, 15, 17, 17, 17, 3, 23, 0, 25, 23, 25, 30, 27, 30, 26, 32, 30, 34, 32, 23]","[8, 19, 9, 18, 8, 0, 9, 8, 13, 5, 25, 5, 8, 0, 9, 5, 25, 15, 15, 5, 5, 1, 2, 6, 16, 3, 6, 26, 1, 18, 12, 11, 0, 3, 5]","[5, 11, 1, 2, 5, 0, 1, 5, 1, 3, 11, 3, 5, 0, 9, 3, 9, 9, 9, 3, 3, 9, 2, 4, 2, 1, 5, 4, 12, 2, 7, 2, 0, 1, 3]"
"['E', 'número', 'três', ',', 'não', 'ser', 'o', 'Exército', 'um', 'fator', 'de', 'instabilidade', ',', 'ele', 'manter', 'a', 'estabilidade', 'de', 'o', 'país', '.']","['CCONJ', 'NOUN', 'NUM', 'PUNCT', 'ADV', 'AUX', 'DET', 'PROPN', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['cc', 'root', 'nmod', 'punct', 'advmod', 'cop', 'det', 'nsubj', 'det', 'parataxis', 'case', 'nmod', 'punct', 'nsubj', 'parataxis', 'det', 'obj', 'case', 'det', 'nmod', 'punct']","[2, 0, 2, 10, 10, 10, 8, 10, 10, 2, 12, 10, 15, 15, 2, 17, 15, 20, 20, 17, 2]","[12, 2, 13, 5, 14, 17, 0, 1, 0, 22, 8, 13, 5, 1, 22, 0, 3, 8, 0, 13, 5]","[7, 1, 11, 3, 8, 10, 0, 9, 0, 1, 5, 1, 3, 12, 2, 0, 1, 5, 0, 1, 3]"
"['""', 'A', 'escolha', 'de', 'o', 'local', 'foi', 'por', 'a', 'geografia', ',', 'que', 'lembra', 'muito', 'o', 'norte', 'de', 'Portugal', ',', 'onde', 'se', 'passa', 'o', 'começo', 'de', 'a', 'novela', '""', ',', 'afirma', 'Nogueira', '.']","['PUNCT', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'AUX', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'ADV', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'ADV', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PUNCT', 'VERB', 'PROPN', 'PUNCT']","['punct', 'det', 'nsubj', 'case', 'det', 'nmod', 'cop', 'case', 'det', 'ccomp:speech', 'punct', 'nsubj', 'acl:relcl', 'advmod', 'det', 'obj', 'case', 'nmod', 'punct', 'advmod', 'expl', 'acl:relcl', 'det', 'nsubj', 'case', 'det', 'nmod', 'punct', 'punct', 'root', 'nsubj', 'punct']","[10, 3, 10, 6, 6, 3, 10, 10, 10, 30, 13, 13, 10, 13, 16, 13, 18, 16, 22, 22, 22, 16, 24, 22, 27, 27, 24, 10, 10, 0, 30, 30]","[5, 0, 1, 8, 0, 13, 17, 8, 0, 21, 5, 1, 20, 14, 0, 3, 8, 13, 5, 14, 32, 20, 0, 1, 8, 0, 13, 5, 5, 2, 1, 5]","[3, 0, 1, 5, 0, 1, 10, 5, 0, 1, 3, 12, 2, 8, 0, 1, 5, 9, 3, 8, 12, 2, 0, 1, 5, 0, 1, 3, 3, 2, 9, 3]"
"['""', 'Sem', 'parâmetro', ',', 'o', 'mercado', 'acaba', 'ficando', 'mais', 'preocupado', 'e', 'precificando', 'um', 'pouco', 'mais', 'forte', '""', ',', 'afirma', 'Reginaldo', 'Galhardo', ',', 'gerente', 'de', 'a', 'Treviso', 'Corretora', '.']","['PUNCT', 'ADP', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'VERB', 'VERB', 'ADV', 'ADJ', 'CCONJ', 'VERB', 'DET', 'NOUN', 'ADV', 'ADJ', 'PUNCT', 'PUNCT', 'VERB', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['punct', 'case', 'obl', 'punct', 'det', 'nsubj', 'ccomp:speech', 'xcomp', 'advmod', 'xcomp', 'cc', 'conj', 'advmod', 'fixed', 'advmod', 'advmod', 'punct', 'punct', 'root', 'nsubj', 'flat:name', 'punct', 'appos', 'case', 'det', 'nmod', 'flat:name', 'punct']","[7, 3, 7, 3, 6, 7, 19, 7, 10, 8, 12, 8, 15, 13, 16, 12, 7, 7, 0, 19, 20, 23, 20, 26, 26, 23, 26, 19]","[5, 8, 9, 5, 0, 1, 21, 4, 14, 4, 12, 11, 14, 26, 14, 14, 5, 5, 2, 1, 15, 5, 25, 8, 0, 13, 15, 5]","[3, 5, 1, 3, 0, 1, 2, 2, 8, 6, 7, 2, 0, 1, 8, 6, 3, 3, 2, 9, 9, 3, 1, 5, 0, 9, 9, 3]"
"['O', 'outro', 'é', 'o', 'envolvimento', 'de', 'o', 'paciente', ',', 'entendimento', 'de', 'valor', '.']","['DET', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['det', 'nsubj', 'cop', 'det', 'root', 'case', 'det', 'nmod', 'punct', 'parataxis', 'case', 'nmod', 'punct']","[2, 5, 5, 5, 0, 8, 8, 5, 10, 5, 12, 10, 5]","[0, 1, 17, 0, 2, 8, 0, 13, 5, 22, 8, 13, 5]","[0, 12, 10, 0, 1, 5, 0, 1, 3, 1, 5, 1, 3]"
"['""', 'Essas', 'crianças', 'precisam', 'ter', 'vez', 'e', 'voz', '""', ',', 'afirma', '.']","['PUNCT', 'DET', 'NOUN', 'VERB', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'PUNCT', 'VERB', 'PUNCT']","['punct', 'det', 'nsubj', 'ccomp:speech', 'xcomp', 'obj', 'cc', 'conj', 'punct', 'punct', 'root', 'punct']","[4, 3, 4, 11, 4, 5, 8, 6, 4, 4, 0, 11]","[5, 0, 1, 21, 4, 3, 12, 11, 5, 5, 2, 5]","[3, 0, 1, 2, 2, 1, 7, 1, 3, 3, 2, 3]"
"['Em', 'estes', 'últimos', 'três', 'anos', ',', 'o', 'Orçamento', 'de', 'o', 'Ministério', 'de', 'Ciência', 'e', 'Tecnologia', 'foi', 'reduzido', 'em', 'mais', 'de', '70', '%', '.']","['ADP', 'DET', 'ADJ', 'NUM', 'NOUN', 'PUNCT', 'DET', 'PROPN', 'ADP', 'DET', 'PROPN', 'ADP', 'PROPN', 'CCONJ', 'PROPN', 'AUX', 'VERB', 'ADP', 'ADV', 'ADP', 'NUM', 'SYM', 'PUNCT']","['case', 'det', 'amod', 'nummod', 'obl', 'punct', 'det', 'nsubj:pass', 'case', 'det', 'nmod', 'case', 'flat:name', 'cc', 'flat:name', 'aux:pass', 'root', 'case', 'advmod', 'fixed', 'nummod', 'obl', 'punct']","[5, 5, 5, 5, 17, 5, 8, 17, 11, 11, 8, 13, 11, 15, 11, 17, 0, 22, 21, 19, 22, 17, 17]","[8, 0, 10, 19, 9, 5, 0, 27, 8, 0, 13, 8, 15, 12, 15, 24, 2, 8, 14, 26, 19, 9, 5]","[5, 0, 6, 11, 1, 3, 0, 9, 5, 0, 9, 5, 9, 7, 9, 10, 2, 5, 8, 5, 11, 13, 3]"
"['Por', 'causa', 'de', 'o', 'grande', 'valor', ',', 'os', 'pais', 'de', 'Jonatas', ',', 'Renato', ',', '20', ',', 'e', 'Aline', 'Openkoski', ',', '21', ',', 'decidiram', 'começar', 'uma', 'campanha', ',', 'ainda', 'vigente', ',', 'para', 'arrecadar', 'recursos', '.']","['ADP', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'NUM', 'PUNCT', 'CCONJ', 'PROPN', 'PROPN', 'PUNCT', 'NUM', 'PUNCT', 'VERB', 'VERB', 'DET', 'NOUN', 'PUNCT', 'ADV', 'ADJ', 'PUNCT', 'ADP', 'VERB', 'NOUN', 'PUNCT']","['case', 'obl', 'case', 'det', 'amod', 'nmod', 'punct', 'det', 'nsubj', 'case', 'nmod', 'punct', 'appos', 'punct', 'parataxis', 'punct', 'cc', 'conj', 'flat:name', 'punct', 'parataxis', 'punct', 'root', 'xcomp', 'det', 'obj', 'punct', 'advmod', 'amod', 'punct', 'mark', 'acl', 'obj', 'punct']","[2, 23, 6, 6, 6, 2, 2, 9, 23, 11, 9, 13, 9, 15, 13, 18, 18, 13, 18, 21, 18, 13, 0, 23, 26, 24, 29, 29, 26, 32, 32, 26, 32, 23]","[8, 9, 8, 0, 10, 13, 5, 0, 1, 8, 13, 5, 25, 5, 22, 5, 12, 11, 15, 5, 22, 5, 2, 4, 0, 3, 5, 14, 10, 5, 6, 18, 3, 5]","[5, 1, 5, 0, 6, 1, 3, 0, 1, 5, 9, 3, 9, 3, 11, 3, 7, 9, 9, 3, 11, 3, 2, 2, 0, 1, 3, 8, 6, 3, 5, 2, 1, 3]"
"['A', 'moeda', 'é', 'um', 'risco', 'quando', 'se', 'trata', 'de', 'investir', 'globalmente', '.']","['DET', 'NOUN', 'AUX', 'DET', 'NOUN', 'SCONJ', 'PRON', 'VERB', 'ADP', 'VERB', 'ADV', 'PUNCT']","['det', 'nsubj', 'cop', 'det', 'root', 'mark', 'expl:impers', 'advcl', 'mark', 'ccomp', 'advmod', 'punct']","[2, 5, 5, 5, 0, 8, 8, 5, 10, 8, 10, 5]","[0, 1, 17, 0, 2, 6, 31, 7, 6, 16, 14, 5]","[0, 1, 10, 0, 1, 4, 12, 2, 5, 2, 8, 3]"
"['BMW', ',', 'que', 'desde', '2013', 'criou', 'uma', 'marca', 'para', 'seus', 'híbridos', 'e', 'elétricos', '-', 'a', '""', 'i', '""', '-', 'anunciou', 'ofensiva', 'para', 'fazer', '25', 'modelos', 'híbridos', 'e', 'elétricos', 'dentro', 'de', 'oito', 'anos', '.']","['PROPN', 'PUNCT', 'PRON', 'ADP', 'NUM', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'DET', 'PUNCT', 'NOUN', 'PUNCT', 'PUNCT', 'VERB', 'NOUN', 'ADP', 'VERB', 'NUM', 'NOUN', 'ADJ', 'CCONJ', 'ADJ', 'ADV', 'ADP', 'NUM', 'NOUN', 'PUNCT']","['nsubj', 'punct', 'nsubj', 'case', 'obl', 'acl:relcl', 'det', 'obj', 'case', 'det', 'nmod', 'cc', 'conj', 'punct', 'det', 'punct', 'appos', 'punct', 'punct', 'root', 'obj', 'mark', 'advcl', 'nummod', 'obj', 'amod', 'cc', 'conj', 'advmod', 'case', 'nummod', 'obl', 'punct']","[20, 1, 6, 5, 6, 1, 8, 6, 11, 11, 8, 13, 11, 17, 17, 17, 8, 17, 17, 0, 20, 23, 20, 25, 23, 25, 28, 26, 23, 32, 32, 29, 20]","[1, 5, 1, 8, 9, 20, 0, 3, 8, 0, 13, 12, 11, 5, 0, 5, 25, 5, 5, 2, 3, 6, 7, 19, 3, 10, 12, 11, 14, 8, 19, 9, 5]","[9, 3, 12, 5, 11, 2, 0, 1, 5, 0, 1, 7, 1, 3, 0, 3, 1, 3, 3, 2, 1, 5, 2, 11, 1, 6, 7, 6, 8, 5, 11, 1, 3]"
"['Como', 'essas', 'pessoas', 'veem', 'o', 'processo', 'de', 'separação', '?']","['ADV', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['advmod', 'det', 'nsubj', 'root', 'det', 'obj', 'case', 'nmod', 'punct']","[4, 3, 4, 0, 6, 4, 8, 6, 4]","[14, 0, 1, 2, 0, 3, 8, 13, 5]","[8, 0, 1, 2, 0, 1, 5, 1, 3]"
"['""', 'A', 'gente', 'olha', 'muito', 'para', 'a', 'indústria', 'local', ',', 'nos', 'acostumamos', 'a', 'ter', 'o', 'CDI', '[', 'juros', 'médios', 'de', 'empréstimos', 'entre', 'instituições', 'financeiras', ']', 'como', 'parâmetro', 'para', 'tudo', '""', ',', 'critica', 'o', 'especialista', '.']","['PUNCT', 'DET', 'NOUN', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'PRON', 'VERB', 'ADP', 'VERB', 'DET', 'PROPN', 'PUNCT', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'ADP', 'NOUN', 'ADP', 'PRON', 'PUNCT', 'PUNCT', 'VERB', 'DET', 'NOUN', 'PUNCT']","['punct', 'det', 'nsubj', 'ccomp:speech', 'advmod', 'case', 'det', 'obl', 'amod', 'punct', 'expl', 'conj', 'mark', 'xcomp', 'det', 'obj', 'punct', 'appos', 'amod', 'case', 'nmod', 'case', 'nmod', 'amod', 'punct', 'case', 'obl', 'case', 'nmod', 'punct', 'punct', 'root', 'det', 'nsubj', 'punct']","[4, 3, 4, 32, 4, 8, 8, 4, 8, 12, 12, 4, 14, 12, 16, 14, 18, 16, 18, 21, 18, 23, 21, 23, 18, 27, 14, 29, 27, 4, 4, 0, 34, 32, 32]","[5, 0, 1, 21, 14, 8, 0, 9, 10, 5, 32, 11, 6, 4, 0, 3, 5, 25, 10, 8, 13, 8, 13, 10, 5, 8, 9, 8, 13, 5, 5, 2, 0, 1, 5]","[3, 0, 1, 2, 8, 5, 0, 1, 6, 3, 12, 2, 5, 2, 0, 9, 3, 1, 6, 5, 1, 5, 1, 6, 3, 5, 1, 5, 12, 3, 3, 2, 0, 1, 3]"
"['A', 'multa', 'por', 'grama', 'excedente', 'será', 'de', '€', '95', 'por', 'grama', 'excedente', '-', 'e', 'por', 'carro', '.']","['DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'AUX', 'ADP', 'SYM', 'NUM', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'CCONJ', 'ADP', 'NOUN', 'PUNCT']","['det', 'nsubj', 'case', 'nmod', 'amod', 'cop', 'case', 'root', 'nummod', 'case', 'nmod', 'amod', 'punct', 'cc', 'case', 'conj', 'punct']","[2, 8, 4, 2, 4, 8, 8, 0, 8, 11, 8, 11, 16, 16, 16, 11, 8]","[0, 1, 8, 13, 10, 17, 8, 2, 19, 8, 13, 10, 5, 12, 8, 11, 5]","[0, 1, 5, 1, 6, 10, 5, 13, 11, 5, 1, 6, 3, 7, 5, 1, 3]"
"['Seu', 'timing', 'não', 'poderia', 'ter', 'sido', 'mais', 'perfeito', '.']","['DET', 'NOUN', 'ADV', 'VERB', 'AUX', 'AUX', 'ADV', 'ADJ', 'PUNCT']","['det', 'nsubj', 'advmod', 'root', 'aux', 'cop', 'advmod', 'xcomp', 'punct']","[2, 4, 4, 0, 8, 8, 8, 4, 4]","[0, 1, 14, 2, 28, 17, 14, 4, 5]","[0, 1, 8, 2, 10, 10, 8, 6, 3]"
"['Ela', 'se', 'emocionava', 'extraordinariamente', 'com', 'qualquer', 'coisa', '.']","['PRON', 'PRON', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT']","['nsubj', 'expl', 'root', 'advmod', 'case', 'det', 'obl', 'punct']","[3, 3, 0, 3, 7, 7, 3, 3]","[1, 32, 2, 14, 8, 0, 9, 5]","[12, 12, 2, 8, 5, 0, 1, 3]"
"['O', 'único', 'ponto', 'que', 'ainda', 'dá', 'uma', 'desbalanceada', 'são', 'os', 'distratos', ',', 'que', ',', 'em', 'julho', ',', 'representavam', '48,6', '%', 'de', 'todas', 'as', 'vendas', '.']","['DET', 'ADJ', 'NOUN', 'PRON', 'ADV', 'VERB', 'DET', 'NOUN', 'AUX', 'DET', 'NOUN', 'PUNCT', 'PRON', 'PUNCT', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'NUM', 'SYM', 'ADP', 'DET', 'DET', 'NOUN', 'PUNCT']","['det', 'amod', 'nsubj', 'nsubj', 'advmod', 'acl:relcl', 'det', 'obj', 'cop', 'det', 'root', 'punct', 'nsubj', 'punct', 'case', 'obl', 'punct', 'acl:relcl', 'nummod', 'obj', 'case', 'det', 'det', 'nmod', 'punct']","[3, 3, 11, 6, 6, 3, 8, 6, 11, 11, 0, 18, 18, 16, 16, 18, 16, 11, 20, 18, 24, 24, 24, 20, 11]","[0, 10, 1, 1, 14, 20, 0, 3, 17, 0, 2, 5, 1, 5, 8, 9, 5, 20, 19, 3, 8, 0, 0, 13, 5]","[0, 6, 1, 12, 8, 2, 0, 1, 10, 0, 1, 3, 12, 3, 5, 1, 3, 2, 11, 13, 5, 0, 0, 1, 3]"
"['Se', 'Donald', 'Trump', 'tivesse', 'ganhado', 'o', 'Emmy', '(', 'por', 'o', 'reality', '""', 'O', 'Aprendiz', '""', ')', ',', 'talvez', 'não', 'fosse', 'presidente', 'de', 'os', 'EUA', 'hoje', '.']","['SCONJ', 'PROPN', 'PROPN', 'AUX', 'VERB', 'DET', 'PROPN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'PUNCT', 'PUNCT', 'ADV', 'ADV', 'AUX', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADV', 'PUNCT']","['mark', 'nsubj', 'flat:name', 'aux', 'advcl', 'det', 'obj', 'punct', 'case', 'det', 'obl', 'punct', 'nmod', 'flat:name', 'punct', 'punct', 'punct', 'advmod', 'advmod', 'cop', 'root', 'case', 'det', 'nmod', 'advmod', 'punct']","[5, 5, 2, 5, 21, 7, 5, 11, 11, 11, 5, 13, 11, 13, 13, 11, 5, 21, 21, 21, 0, 24, 24, 21, 21, 21]","[6, 1, 15, 28, 7, 0, 3, 5, 8, 0, 9, 5, 13, 15, 5, 5, 5, 14, 14, 17, 2, 8, 0, 13, 14, 5]","[4, 9, 9, 10, 2, 0, 9, 3, 5, 0, 1, 3, 9, 9, 3, 3, 3, 8, 8, 10, 1, 5, 0, 9, 8, 3]"
"['Os', 'Novos', 'Baianos', 'se', 'apresentaram', 'em', 'a', 'sexta', '(', '1º', ')', 'em', 'o', 'Espaço', 'de', 'as', 'Américas', '.']","['DET', 'PROPN', 'PROPN', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NUM', 'PUNCT', 'ADP', 'DET', 'PROPN', 'ADP', 'DET', 'PROPN', 'PUNCT']","['det', 'nsubj', 'flat:name', 'expl', 'root', 'case', 'det', 'obl', 'punct', 'appos', 'punct', 'case', 'det', 'obl', 'case', 'det', 'flat:name', 'punct']","[2, 5, 2, 5, 0, 8, 8, 5, 10, 8, 10, 14, 14, 5, 17, 17, 14, 5]","[0, 1, 15, 32, 2, 8, 0, 9, 5, 25, 5, 8, 0, 9, 8, 0, 15, 5]","[0, 9, 9, 12, 2, 5, 0, 1, 3, 11, 3, 5, 0, 9, 5, 0, 9, 3]"
"['Um', 'homem', 'foi', 'detido', 'em', 'o', 'sábado', '(', '16', ')', 'em', 'a', 'Cidade', 'de', 'o', 'Rock', 'com', '28', 'celulares', '.']","['DET', 'NOUN', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NUM', 'PUNCT', 'ADP', 'DET', 'PROPN', 'ADP', 'DET', 'PROPN', 'ADP', 'NUM', 'NOUN', 'PUNCT']","['det', 'nsubj:pass', 'aux:pass', 'root', 'case', 'det', 'obl', 'punct', 'appos', 'punct', 'case', 'det', 'obl', 'case', 'det', 'flat:name', 'case', 'nummod', 'obl', 'punct']","[2, 4, 4, 0, 7, 7, 4, 9, 7, 9, 13, 13, 4, 16, 16, 13, 19, 19, 4, 4]","[0, 27, 24, 2, 8, 0, 9, 5, 25, 5, 8, 0, 9, 8, 0, 15, 8, 19, 9, 5]","[0, 1, 10, 2, 5, 0, 1, 3, 11, 3, 5, 0, 9, 5, 0, 9, 5, 11, 1, 3]"
"['SBT', 'diz', 'que', 'não', 'tem', 'conhecimento', 'de', 'a', 'ação', ',', 'não', 'foi', 'notificado', 'e', '""', 'não', 'irá', 'se', 'pronunciar', '""', '.']","['PROPN', 'VERB', 'SCONJ', 'ADV', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'ADV', 'AUX', 'VERB', 'CCONJ', 'PUNCT', 'ADV', 'AUX', 'PRON', 'VERB', 'PUNCT', 'PUNCT']","['nsubj', 'root', 'mark', 'advmod', 'ccomp', 'obj', 'case', 'det', 'nmod', 'punct', 'advmod', 'aux:pass', 'conj', 'cc', 'punct', 'advmod', 'aux', 'expl', 'conj', 'punct', 'punct']","[2, 0, 5, 5, 2, 5, 9, 9, 6, 13, 13, 13, 5, 19, 19, 19, 19, 19, 5, 19, 2]","[1, 2, 6, 14, 16, 3, 8, 0, 13, 5, 14, 24, 11, 12, 5, 14, 28, 32, 11, 5, 5]","[9, 2, 4, 8, 2, 1, 5, 0, 1, 3, 8, 10, 2, 7, 3, 8, 10, 12, 2, 3, 3]"
"['Uma', 'largada', 'caótica', 'colocou', 'o', 'título', 'de', 'o', 'Mundial', 'de', 'Pilotos', 'mais', 'próximo', 'de', 'Lewis', 'Hamilton', '.']","['DET', 'NOUN', 'ADJ', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADP', 'PROPN', 'ADV', 'ADV', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","['det', 'nsubj', 'amod', 'root', 'det', 'obj', 'case', 'det', 'nmod', 'case', 'flat:name', 'advmod', 'advmod', 'case', 'obl', 'flat:name', 'punct']","[2, 4, 2, 0, 6, 4, 9, 9, 6, 11, 9, 13, 4, 15, 13, 15, 4]","[0, 1, 10, 2, 0, 3, 8, 0, 13, 8, 15, 14, 14, 8, 9, 15, 5]","[0, 1, 6, 2, 0, 1, 5, 0, 9, 5, 9, 8, 8, 5, 9, 9, 3]"
"['Esse', 'estilo', 'tem', 'notas', 'de', 'café', 'e', 'chocolate', 'que', 'são', 'acentuadas', 'com', 'a', 'guloseima', '.']","['DET', 'NOUN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'PRON', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']","['det', 'nsubj', 'root', 'obj', 'case', 'nmod', 'cc', 'conj', 'nsubj:pass', 'aux:pass', 'acl:relcl', 'case', 'det', 'obl', 'punct']","[2, 3, 0, 3, 6, 4, 8, 6, 11, 11, 4, 14, 14, 11, 3]","[0, 1, 2, 3, 8, 13, 12, 11, 27, 24, 20, 8, 0, 9, 5]","[0, 1, 2, 1, 5, 1, 7, 1, 12, 10, 2, 5, 0, 1, 3]"
"['Gilmar', 'não', 'participou', 'e', 'nem', 'o', 'ministro', 'Marco', 'Aurélio', ',', 'que', 'se', 'declarou', 'suspeito', '.']","['PROPN', 'ADV', 'VERB', 'CCONJ', 'ADV', 'DET', 'NOUN', 'PROPN', 'PROPN', 'PUNCT', 'PRON', 'PRON', 'VERB', 'NOUN', 'PUNCT']","['nsubj', 'advmod', 'root', 'cc', 'orphan', 'det', 'conj', 'nmod', 'flat:name', 'punct', 'nsubj', 'obj', 'acl:relcl', 'xcomp', 'punct']","[3, 3, 0, 7, 7, 7, 3, 7, 8, 13, 13, 13, 7, 13, 3]","[1, 14, 2, 12, 34, 0, 11, 13, 15, 5, 1, 3, 20, 4, 5]","[9, 8, 2, 7, 8, 0, 1, 9, 9, 3, 12, 12, 2, 1, 3]"
